weight	rules	id	url	regNumber	orgname	proctype	pubdate	okdp_codes	max_price	procname	headAgency_fullName	okogu_name	factualAddress_region_fullName	Column	Column2
10.0	JU	5069842.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069842	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T20:52:04	4520500.0	1736000.0	лот №8	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069850.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069850	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T20:55:01	4520500.0	1736000.0	Лот № 9	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069863.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069863	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T20:59:06	4520500.0	1736000.0	лот №10	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069872.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069872	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:03:00	4520500.0	1736000.0	лот №11	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069891.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069891	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:06:01	4520500.0	1736000.0	Лот №12	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069898.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069898	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:08:56	4520500.0	1736000.0	Лот № 13	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069908.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069908	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:11:21	4520500.0	1736000.0	Лот №14	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069921.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069921	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:14:15	4520500.0	1736000.0	Лот № 15	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069931.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069931	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:16:54	4520500.0	1736000.0	лот № 16	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069937.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069937	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:19:22	4520500.0	1736000.0	лот № 17	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069946.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069946	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:21:53	4520500.0	1736000.0	Лот № 18	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069960.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069960	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:24:39	4520500.0	1736000.0	лот № 19	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069973.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069973	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:28:38	4520500.0	1736000.0	ЛОТ № 20	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069978.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069978	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:31:17	4520500.0	1736000.0	ЛОТ № 21	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069987.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069987	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:33:31	4520500.0	1736000.0	ЛОТ №22	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069991.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069991	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:35:45	4520500.0	1736000.0	ЛОТ №23	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5069999.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5069999	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:39:00	4520500.0	1736000.0	ЛОТ № 24	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070009.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070009	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:41:23	4520500.0	1736000.0	ЛОТ №25	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070022.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070022	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:43:39	4520500.0	1736000.0	ЛОТ № 26	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070030.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070030	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:45:48	4520500.0	1736000.0	ЛОТ № 27	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070036.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070036	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:47:56	4520500.0	1736000.0	ЛОТ №28	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070041.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070041	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:50:44	4520500.0	1736000.0	ЛОТ № 29	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070047.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070047	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:53:08	4520500.0	1736000.0	ЛОТ №30	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	5070053.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5070053	2.032000001E9	"Государственное бюджетное учреждение Республики Дагестан ""Дирекция молодежных жилищно-строительных программ"""	notificationEF	2012-12-05T21:55:14	4520500.0	1736000.0	ЛОТ № 31	Комитет по молодежной политике Республики Дагестан	Органы исполнительной власти  субъектов Российской Федерации, осуществляющие другие функции	Дагестан Респ		
10.0	JU	4504483.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4504483	1.723000004E9	Местная администрация внутригородского муниципального образования Санкт-Петербурга муниципального округа Гагаринское	notificationEF	2012-10-11T18:09:38	4540030.0	1733772.0	Открытый аукцион в электронной форме на право заключения контракта для муниципальных нужд		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Санкт-Петербург		
10.0	JU	2451857.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2451857	1.723000065E9	Местная Администрация муниципального образования муниципальный округ Посадский	notificationEF	2011-12-13T20:36:29	9319090.0	1714145.0	аукцион в электронной форме на право заключения муниципального контракта		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Санкт-Петербург		
10.0	JU	5216546.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5216546	3.031000106E9	"Государственное бюджетное учреждение Республики Дагестан ""Психоневрологический интернат ""Милосердие"""""""	notificationEF	2012-12-29T12:05:36	150000.0	1690000.0	Лот №11	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	2876117.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2876117	1.721000027E9	Управление Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по городу Санкт-Петербургу	notificationEF	2012-03-07T14:13:32	7493000.0	1689604.8	открытый аукцион в электронной форме на право заключения контракта	Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека	Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека	Санкт-Петербург		
10.0	JU	4081117.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4081117	3.721000068E9	"Федеральное государственное бюджетное учреждение науки ""Институт токсикологии Федерального медико-биологического агентства"""	notificationEF	2012-08-17T19:02:27	3315000.0	1666612.9	Открытый аукцион в электронной форме на право заключения контракта   на поставку 	Федеральное медико-биологическое агентство	Федеральное медико-биологическое агентство	Санкт-Петербург		
10.0	JU	4974713.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4974713	3.031000106E9	"Государственное бюджетное учреждение Республики Дагестан ""Психоневрологический интернат ""Милосердие"""""""	notificationEF	2012-11-29T15:58:04	4520080.0	1665000.0	Лот №1	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	2368510.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2368510	7.720000004E9	"Общество с ограниченной ответственностью ""Партнер"""	notificationEF	2011-12-05T21:20:03	9310000.0	1655477.87	открытый аукцион в электронной форме на право заключения  муниципального контракта 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Санкт-Петербург		
10.0	JU	2283625.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2283625	5.721000001E9	"Федеральное государственное унитарное предприятие ""Центральный научно-исследовательский институт конструкционных материалов ""Прометей"""	notificationEF	2011-11-28T21:03:57	3310000.0	1637800.0	открытый аукцион в электронной форме на право заключения договора	Министерство образования и науки Российской Федерации	Другие организации,  по которым осуществляется федеральное статистическое наблюдение	Санкт-Петербург		
10.0	JU	5253362.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5253362	3.032000179E9	"Государственное бюджетное учреждение Республики Дагестан ""Дом-интернат для престарелых и инвалидов ""Казанищенский"""	notificationEF	2012-12-29T18:04:47	2423000.0	1631700.0	Лот №15	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	2747241.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2747241	3.03300006E9	"Муниципальное учреждение здравоохранения ""Центральная городская больница г.Буйнакска"""	notificationEF	2012-02-14T21:30:44	1819660,2423930	1601455.0	Поставка товаров 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	5103127.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5103127	3.032000175E9	"Государственное бюджетное учреждение Республики Дагестан ""Буйнакский межрайонный диагностический центр"""	notificationEF	2012-12-08T13:58:46	2429985.0	1599287.07	Открытый аукцион в электронной форме  №1  на право заключения гражданско-правового договора на  поставку 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	5216552.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5216552	3.031000106E9	"Государственное бюджетное учреждение Республики Дагестан ""Психоневрологический интернат ""Милосердие"""""""	notificationEF	2012-12-29T12:07:23	110000.0	1581600.0	Лот №16	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	2745742.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2745742	1.723000058E9	Местная Администрация муниципального образования муниципального округа Аптекарский остров	notificationEF	2012-02-14T21:08:53	4540030.0	1578393.2	Открытый аукцион в электронной форме на право заключения муниципального контракта 		Представительные органы муниципальных районов	Санкт-Петербург		
10.0	JU	5216545.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5216545	3.031000106E9	"Государственное бюджетное учреждение Республики Дагестан ""Психоневрологический интернат ""Милосердие"""""""	notificationEF	2012-12-29T12:05:17	150000.0	1560000.0	Лот №10	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	3162855.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3162855	3.481000697E9	"федеральное казенное учреждение здравоохранения ""Центр восстановительной медицины и реабилитации ""Озеро Долгое"" Министерства внутренних дел Российской Федерации"""	notificationEF	2012-04-17T19:58:00	4590000,3133000,3150010,3692030,2424810,3150170	1544000.0	поставка товаров 	Министерство внутренних дел Российской Федерации	Министерство внутренних дел Российской Федерации	Московская обл		
10.0	JU	2747300.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2747300	3.03300006E9	"Муниципальное учреждение здравоохранения ""Центральная городская больница г.Буйнакска"""	notificationEF	2012-02-14T21:47:11	3311160.0	1543977.0	Поставка товаров 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	3611186.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3611186	3.032000427E9	"Администрация муниципального образования ""Рутульский район"""	notificationEF	2012-06-15T20:11:12	4560000,7421074	1542411.0	Открытый аукцион в электронной форме на право   заключения муниципального контракта на оказание услуги		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Дагестан Респ		
10.0	JU	2510869.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2510869	7.720000004E9	"Общество с ограниченной ответственностью ""Партнер"""	notificationOK	2011-12-21T20:22:43	7412040.0	1520784.0	На право заключения договора 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Санкт-Петербург		
10.0	JU	2300223.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2300223	7.720000004E9	"Общество с ограниченной ответственностью ""Партнер"""	notificationOK	2011-12-02T18:17:53	7412040.0	1520784.0	На право заключения договора 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Санкт-Петербург		
10.0	JU	2367598.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2367598	7.510000005E9	"Общество с ограниченной ответственностью ""Инфотрейд"""	notificationEF	2011-12-05T20:05:02	5190000.0	1508193.0	Открытый аукцион в электронной форме на поставку товаров для государственных нужд 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Новосибирская обл		
10.0	JU	2428192.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2428192	7.510000005E9	"Общество с ограниченной ответственностью ""Инфотрейд"""	notificationEF	2011-12-10T20:03:07	5190000.0	1508193.0	Открытый аукцион в электронной форме на поставку товаров для государственных нужд 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Новосибирская обл		
10.0	JU	5083061.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5083061	3.011000247E9	Верховный Суд Республики Башкортостан	notificationEF	2012-12-06T18:26:51	3410121.0	1500000.0	Открытый аукцион в электронной форме 	Судебный департамент при Верховном Суде Российской Федерации	Система федеральных судов общей юрисдикции	Башкортостан Респ		
10.0	JU	2554995.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2554995	3.032000179E9	"Государственное  стационарное учреждение социального обслуживания Министерства труда и социального развития Республики Дагестан - Дом-интернат для престарелых и инвалидов ""Казанищенский"""	notificationEF	2011-12-30T19:32:11	5219000.0	1496513.86	лот 13 	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	5115125.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5115125	3.032000519E9	"Государственное казенное учреждение Республики Дагестан ""Республиканский психоневрологический диспансер"""	notificationEF	2012-12-10T18:44:32	1511231.0	1476000.0	Открытый аукцион в электронной форме №4 на право заключения гражданско-правового договора на поставку 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	3225039.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3225039	3.033000982E9	Управление образования администрации Курахского района	notificationEF	2012-04-25T23:51:35	3610000.0	1475733.0	поставка товара		Министерство образования и науки Российской Федерации	Дагестан Респ		
10.0	JU	4334897.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4334897	3.293003002E9	"муниципальное бюджетное учреждение Басакинского сельского поселения Чернышковского муниципального района ""Басакинское"""	notificationEF	2012-09-20T15:58:58	2918000.0	1467000.0	Открытый аукцион в электронной форме	Администрация Басакинского сельского поселения Чернышковского муниципального района	Муниципальные организации	Волгоградская обл		
10.0	JU	4296242.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4296242	3.293003002E9	"муниципальное бюджетное учреждение Басакинского сельского поселения Чернышковского муниципального района ""Басакинское"""	notificationEF	2012-09-19T14:40:12	2918000.0	1467000.0	Открытый аукцион в электронной форме	Администрация Басакинского сельского поселения Чернышковского муниципального района	Муниципальные организации	Волгоградская обл		
10.0	JU	3294586.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3294586	3.033000195E9	"Государственное бюджетное учреждение Республики Дагестан ""Кизилюртовская центральная городская больница"""	notificationEF	2012-05-07T00:36:09	3311115.0	1463500.0	Открытый аукцион в электронной форме на право заключения гражданско-правового договора на поставку 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	2463909.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2463909	3.03300006E9	"Муниципальное учреждение здравоохранения ""Центральная городская больница г.Буйнакска"""	notificationEF	2011-12-14T21:40:23	2423000.0	1441616.0	Поставка товаров 	Министерство здравоохранения Республики Дагестан	здравоохранения	Дагестан Респ		
10.0	JU	3453414.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3453414	3.011000247E9	Верховный Суд Республики Башкортостан	notificationEF	2012-05-29T12:40:47	9310000.0	1391000.0	Открытый аукцион в электронной форме	Судебный департамент при Верховном Суде Российской Федерации	Система федеральных судов общей юрисдикции	Башкортостан Респ		
10.0	JU	2655675.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2655675	1.723000046E9	Местная Администрация Муниципального образования поселок Александровская	notificationEF	2012-01-27T17:04:55	9010030.0	1385649.17	на право заключить муниципальный контракт  		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Санкт-Петербург		
10.0	JU	3214159.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3214159	3.033000065E9	"Муниципальное бюджетное учреждение ""Управление жилищно-коммунального хозяйства города Буйнакска"""	notificationEF	2012-04-24T21:38:35	4530000.0	1377314.17	Лот №1		Муниципальные организации	Дагестан Респ		
10.0	JU	2635447.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2635447	3.721000491E9	"Федеральное государственное бюджетное учреждение ""Российский научно-исследовательский нейрохирургический институт имени профессора А. Л. Поленова"" Министерства здравоохранения и социального развития Российской Федерации"	notificationOK	2012-01-24T16:49:26	8510000.0	1355530.0	открытый конкурс на право заключения контракта  	Министерство здравоохранения Российской Федерации	Министерство здравоохранения Российской Федерации	Санкт-Петербург		
10.0	JU	2554974.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2554974	3.032000179E9	"Государственное  стационарное учреждение социального обслуживания Министерства труда и социального развития Республики Дагестан - Дом-интернат для престарелых и инвалидов ""Казанищенский"""	notificationEF	2011-12-30T19:27:43	5250000.0	1350379.0	лот 6 	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	3434760.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3434760	3.721000068E9	"Федеральное государственное бюджетное учреждение науки ""Институт токсикологии Федерального медико-биологического агентства"""	notificationOK	2012-05-25T13:52:24	7421000.0	1350000.0	Открытый конкурс на право заключения договора	Федеральное медико-биологическое агентство	Федеральное медико-биологическое агентство	Санкт-Петербург		
10.0	JU	5216535.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5216535	3.031000106E9	"Государственное бюджетное учреждение Республики Дагестан ""Психоневрологический интернат ""Милосердие"""""""	notificationEF	2012-12-29T11:40:40	120000.0	1350000.0	Лот №6	Министерство труда и социального развития Республики Дагестан	труда и  социальных вопросов	Дагестан Респ		
10.0	JU	3962768.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3962768	3.54300002E9	муниципальное бюджетное общеобразовательное учреждение - Средняя общеобразовательная школа № 7 города Мценска	notificationEF	2012-08-06T09:40:41	5520107.0	1323500.0	аукцион	Администрация г. Мценска	Муниципальные организации	Орловская обл		
10.0	JU	4313555.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4313555	1.723000072E9	Местная администрация муниципального образования Муниципальный округ Звездное	notificationEF	2012-09-18T17:00:38	9241200,9241220,9249615	1310000.0	открытый аукцион в электронной форме на право заключения контракта муниципальных нужд		Представительные органы муниципальных районов	Санкт-Петербург		
10.0	JU	4299622.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4299622	1.723000072E9	Местная администрация муниципального образования Муниципальный округ Звездное	notificationEF	2012-09-17T14:16:47	9241200,9241220,9249615	1310000.0	открытый аукцион в электронной форме на право заключения контракта муниципальных нужд		Представительные органы муниципальных районов	Санкт-Петербург		
10.0	JU	3284179.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3284179	3.731000748E9	"федеральное государственное бюджетное учреждение ""Поликлиника Министерства сельского хозяйства Российской Федерации"""	notificationEF	2012-05-04T18:51:57	3696601.0	1300000.0	Открытый аукцион в электронной форме на право заключения контракта на поставку товара	Министерство сельского хозяйства Российской Федерации	Министерство сельского хозяйства Российской Федерации	Москва		
10.0	JU	3330301.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3330301	3.731000748E9	"федеральное государственное бюджетное учреждение ""Поликлиника Министерства сельского хозяйства Российской Федерации"""	notificationEF	2012-05-12T20:43:39	3696601.0	1300000.0	Открытый аукцион в электронной форме на право заключения контракта на поставку товара.	Министерство сельского хозяйства Российской Федерации	Министерство сельского хозяйства Российской Федерации	Москва		
10.0	JU	2263816.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2263816	7.720000004E9	"Общество с ограниченной ответственностью ""Партнер"""	notificationEF	2011-11-25T20:42:51	6420090.0	1300000.0	открытый  аукцион в электронной форме на право заключения государственного контракта 		Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно	Санкт-Петербург		
10.0	JU	3606252.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3606252	3.551000109E9	Управление Судебного департамента в Пензенской области	notificationEF	2012-06-15T16:03:06	1814753,1819432,1819622,1921346	1299910.0	Поставка  товара	Судебный департамент при Верховном Суде Российской Федерации	Система Судебного департамента при Верховном Суде Российской Федерации	Пензенская обл		
