topw	w	count	topwlen	toplett	wlett	wlastlett	diffw
республики	республикки	2	10	р	р	и	1
республики	нреспублики	1	10	р	н	и	1
республики	ресвпублики	2	10	р	р	и	1
республики	республикис	1	10	р	р	с	0
техники	технки	7	7	т	т	и	1
техники	тeхники	7	7	т	т	и	1
техники	теxники	3	7	т	т	и	1
техники	тех­ники	2	7	т	т	и	1
техники	техники­	1	7	т	т	­	0
техники	техникив	4	7	т	т	в	0
москвы	мосвы	4	6	м	м	ы	1
москвы	моквы	2	6	м	м	ы	1
москвы	мсквы	2	6	м	м	ы	1
москвы	москв	11	6	м	м	в	0
москвы	москы	1	6	м	м	ы	1
москвы	осквы	5	6	м	о	ы	1
москвы	мoсквы	4	6	м	м	ы	1
москвы	мрсквы	2	6	м	м	ы	1
москвы	москвык	11	6	м	м	к	0
москвы	москвыи	2	6	м	м	и	0
москвы	москвыв	47	6	м	м	в	0
городского	городскго	1	10	г	г	о	1
городского	гороского	6	10	г	г	о	1
городского	ородского	1	10	г	о	о	1
городского	гродского	1	10	г	г	о	1
городского	гордского	2	10	г	г	о	1
городского	городкого	3	10	г	г	о	1
городского	городвкого	1	10	г	г	о	1
городского	городскогь	2	10	г	г	ь	0
городского	городскоой	1	10	г	г	й	0
городского	горродского	1	10	г	г	о	1
городского	городсмкого	1	10	г	г	о	1
округа	оруга	1	6	о	о	а	1
округа	окоуга	1	6	о	о	а	1
округа	окурга	1	6	о	о	а	1
округа	ркруга	1	6	о	р	а	1
округа	откруга	1	6	о	о	а	1
малого	малго	1	6	м	м	о	1
малого	маого	1	6	м	м	о	1
малого	малова	3	6	м	м	а	0
малого	малага	1	6	м	м	а	0
малого	малдого	1	6	м	м	о	1
малого	малогго	1	6	м	м	о	1
администрации	администрции	2	13	а	а	и	1
администрации	админитрации	2	13	а	а	и	1
администрации	администации	4	13	а	а	и	1
администрации	админстрации	2	13	а	а	и	1
администрации	адинистрации	7	13	а	а	и	1
администрации	админисрации	2	13	а	а	и	1
администрации	аминистрации	4	13	а	а	и	1
администрации	администраци	15	13	а	а	и	1
администрации	амдинистрации	2	13	а	а	и	1
администрации	административ	3	13	а	а	в	0
администрации	админитсрации	1	13	а	а	и	1
администрации	адмиристрации	1	13	а	а	и	1
администрации	аджминистрации	1	13	а	а	и	1
администрации	администррации	1	13	а	а	и	1
администрации	адмминистрации	1	13	а	а	и	1
администрации	администрациии	7	13	а	а	и	1
администрации	яадминистрации	1	13	а	я	и	1
администрации	админинстрации	1	13	а	а	и	1
администрации	администьрации	1	13	а	а	и	1
администрации	админимстрации	4	13	а	а	и	1
администрации	аждминистрации	1	13	а	а	и	1
администрации	администрарции	2	13	а	а	и	1
рамках	райнах	3	6	р	р	х	1
рамках	рамказ	1	6	р	р	з	0
рамках	врамках	4	6	р	в	х	1
предпринимательства	предприниательства	4	19	п	п	а	1
предпринимательства	предпринимательств	77	19	п	п	в	0
предпринимательства	предпринимательста	5	19	п	п	а	1
предпринимательства	предпринимателства	3	19	п	п	а	1
предпринимательства	предпринимтельства	4	19	п	п	а	1
предпринимательства	предпринмательства	11	19	п	п	а	1
предпринимательства	предпринимательсва	5	19	п	п	а	1
предпринимательства	прдпринимательства	2	19	п	п	а	1
предпринимательства	предприниматльства	8	19	п	п	а	1
предпринимательства	предринимательства	23	19	п	п	а	1
предпринимательства	предпрнимательства	3	19	п	п	а	1
предпринимательства	педпринимательства	6	19	п	п	а	1
предпринимательства	предпринимательтва	7	19	п	п	а	1
предпринимательства	предпинимательства	4	19	п	п	а	1
предпринимательства	предприниматеьства	2	19	п	п	а	1
предпринимательства	предпринимаельства	2	19	п	п	а	1
предпринимательства	препринимательства	6	19	п	п	а	1
предпринимательства	предпринималельства	2	19	п	п	а	1
предпринимательства	предпринрмательства	1	19	п	п	а	1
предпринимательства	предпринимателсьтва	1	19	п	п	а	1
предпринимательства	проедпринимательства	2	19	п	п	а	1
предпринимательства	предприниматьельства	2	19	п	п	а	1
предпринимательства	ьпредпринимательства	1	19	п	ь	а	1
предпринимательства	предпринимиательства	1	19	п	п	а	1
предпринимательства	предпринимательстава	3	19	п	п	а	1
предпринимательства	предпринимательствав	3	19	п	п	в	0
предпринимательства	предпринимательствам	5	19	п	п	м	0
предпринимательства	предпринимательстсва	2	19	п	п	а	1
предпринимательства	прредпринимательства	1	19	п	п	а	1
предпринимательства	предпринимательст­ва	3	19	п	п	а	1
федерации	феерации	1	9	ф	ф	и	1
федерации	федераци	16	9	ф	ф	и	1
федерации	федерациив	3	9	ф	ф	в	0
федерации	федерациис	1	9	ф	ф	с	0
федерации	федераиции	1	9	ф	ф	и	1
образовательного	обазовательного	2	16	о	о	о	1
образовательного	образоательного	2	16	о	о	о	1
образовательного	образовательнго	3	16	о	о	о	1
образовательного	образовтельного	1	16	о	о	о	1
образовательного	обрaзовательного	1	16	о	о	о	1
образовательного	ообразовательного	1	16	о	о	о	1
образовательного	образовательногог	1	16	о	о	г	0
образовательного	образотвательного	1	16	о	о	о	1
образовательного	образоваптельного	4	16	о	о	о	1
образовательного	образовательногот	3	16	о	о	т	0
образовательного	образозвательного	1	16	о	о	о	1
капитальный	кпитальный	2	11	к	к	й	1
капитальный	капиталный	2	11	к	к	й	1
капитальный	капитальны	27	11	к	к	ы	0
капитальный	апитальный	1	11	к	а	й	1
капитальный	капитльный	1	11	к	к	й	1
капитальный	kапитальный	8	11	к	k	й	1
капитальный	капитaльный	2	11	к	к	й	1
капитальный	кaпитальный	9	11	к	к	й	1
капитальный	капитальной	56	11	к	к	й	1
капитальный	капи­тальный	2	11	к	к	й	1
капитальный	капитальноый	6	11	к	к	й	1
социальной	социльной	1	10	с	с	й	1
социальной	соци­альной	1	10	с	с	й	1
детский	етский	1	7	д	е	й	1
детский	деткий	2	7	д	д	й	1
детский	деский	6	7	д	д	й	1
детский	детски	15	7	д	д	и	0
детский	детcкий	2	7	д	д	й	1
детский	дeтский	3	7	д	д	й	1
детский	дутский	1	7	д	д	й	1
детский	детскйи	2	7	д	д	и	0
детский	детскго	2	7	д	д	о	0
детский	деиский	1	7	д	д	й	1
детский	детмкий	2	7	д	д	й	1
детский	десткий	8	7	д	д	й	1
детский	детсикй	1	7	д	д	й	1
детский	детсткий	2	7	д	д	й	1
детский	джетский	2	7	д	д	й	1
услуги	услги	4	6	у	у	и	1
услуги	услуи	1	6	у	у	и	1
услуги	улуги	2	6	у	у	и	1
услуги	услyги	3	6	у	у	и	1
услуги	уcлуги	3	6	у	у	и	1
услуги	услугс	1	6	у	у	с	0
услуги	услувг	1	6	у	у	г	0
услуги	услуиг	1	6	у	у	г	0
услуги	услугит	2	6	у	у	т	0
услуги	ууслуги	4	6	у	у	и	1
услуги	услууги	1	6	у	у	и	1
услуги	услугив	1	6	у	у	в	0
услуги	услугии	1	6	у	у	и	1
государственной	госудрственной	1	15	г	г	й	1
государственной	государтвенной	1	15	г	г	й	1
государственной	государственой	2	15	г	г	й	1
государственной	государcтвенной	1	15	г	г	й	1
государственной	государственнго	17	15	г	г	о	0
государственной	государственноый	3	15	г	г	й	1
государственной	государственнной	5	15	г	г	й	1
государственной	госу­дарственной	4	15	г	г	й	1
программы	прогрммы	2	9	п	п	ы	1
программы	прогаммы	5	9	п	п	ы	1
программы	прграммы	15	9	п	п	ы	1
программы	програмы	5	9	п	п	ы	1
программы	прoграммы	4	9	п	п	ы	1
программы	пррграммы	1	9	п	п	ы	1
программы	программых	2	9	п	п	х	0
программы	пррограммы	1	9	п	п	ы	1
программы	программый	4	9	п	п	й	0
субъектов	субъеков	1	9	с	с	в	1
субъектов	суъектов	3	9	с	с	в	1
субъектов	субъктов	12	9	с	с	в	1
субъектов	сбъектов	2	9	с	с	в	1
субъектов	субъетов	15	9	с	с	в	1
субъектов	убъектов	1	9	с	у	в	1
субъектов	субъекто	3	9	с	с	о	0
субъектов	суббъектов	1	9	с	с	в	1
субъектов	субъектоов	1	9	с	с	в	1
субъектов	суубъектов	4	9	с	с	в	1
государственных	государственых	13	15	г	г	х	1
государственных	госудрственных	3	15	г	г	х	1
государственных	госудаственных	2	15	г	г	х	1
государственных	государственнх	8	15	г	г	х	1
государственных	государсвенных	13	15	г	г	х	1
государственных	государтвенных	8	15	г	г	х	1
государственных	госyдарственных	2	15	г	г	х	1
государственных	государтсвенных	5	15	г	г	х	1
государственных	государ­ственных	1	15	г	г	х	1
государственных	государственнных	7	15	г	г	х	1
государственных	государсмтвенных	3	15	г	г	х	1
государственных	госсударственных	1	15	г	г	х	1
проведению	проведени	1	10	п	п	и	0
проведению	прведению	2	10	п	п	ю	1
проведению	провдению	1	10	п	п	ю	1
проведению	поведению	47	10	п	п	ю	1
проведению	проведеию	1	10	п	п	ю	1
проведению	проведениe	1	10	п	п	e	0
проведению	проведениt	2	10	п	п	t	0
проведению	провeдению	1	10	п	п	ю	1
проведению	привелению	1	10	п	п	ю	1
проведению	привидению	6	10	п	п	ю	1
проведению	проведениею	1	10	п	п	ю	1
проведению	проведению­	2	10	п	п	­	0
проведению	проведе­нию	1	10	п	п	ю	1
проведению	проведениию	1	10	п	п	ю	1
проведению	проведениюе	2	10	п	п	е	0
проведению	ипроведению	1	10	п	и	ю	1
медицинских	медцинских	1	11	м	м	х	1
медицинских	медициских	1	11	м	м	х	1
медицинских	медицинких	3	11	м	м	х	1
медицинских	медицинсих	4	11	м	м	х	1
медицинских	мдицинских	3	11	м	м	х	1
медицинских	медицински	9	11	м	м	и	0
медицинских	медицнских	2	11	м	м	х	1
медицинских	медицинскх	2	11	м	м	х	1
медицинских	мeдицинских	2	11	м	м	х	1
медицинских	медициннских	1	11	м	м	х	1
медицинских	медицинскиех	1	11	м	м	х	1
медицинских	медицйинских	2	11	м	м	х	1
средства	седства	1	8	с	с	а	1
средства	срества	1	8	с	с	а	1
средства	средсва	1	8	с	с	а	1
средства	срeдства	1	8	с	с	а	1
средства	средсава	1	8	с	с	а	1
средства	средствх	2	8	с	с	х	0
средства	вредства	2	8	с	в	а	1
средства	средствха	1	8	с	с	а	1
средства	средствпа	1	8	с	с	а	1
средства	средствва	1	8	с	с	а	1
средства	стредства	2	8	с	с	а	1
средства	средаства	2	8	с	с	а	1
средства	средсттва	2	8	с	с	а	1
городская	городкая	3	9	г	г	я	1
городская	гродская	8	9	г	г	я	1
городская	городска	6	9	г	г	а	0
городская	городсая	1	9	г	г	я	1
городская	гшородская	1	9	г	г	я	1
городская	горордская	4	9	г	г	я	1
городская	городсткая	1	9	г	г	я	1
городская	гоородская	2	9	г	г	я	1
городская	горподская	1	9	г	г	я	1
общеобразовательная	общеобразоваельная	2	19	о	о	я	1
общеобразовательная	общеобразовательня	2	19	о	о	я	1
общеобразовательная	ощеобразовательная	3	19	о	о	я	1
общеобразовательная	общеобразователная	2	19	о	о	я	1
общеобразовательная	общеобразовтельная	1	19	о	о	я	1
общеобразовательная	общеобраовательная	1	19	о	о	я	1
общеобразовательная	общеобразвательная	2	19	о	о	я	1
общеобразовательная	общеобразоватльная	2	19	о	о	я	1
общеобразовательная	общеобазовательная	4	19	о	о	я	1
общеобразовательная	общеoбразовательная	1	19	о	о	я	1
общеобразовательная	оьщеобразовательная	1	19	о	о	я	1
общеобразовательная	общеобразоваиельная	3	19	о	о	я	1
общеобразовательная	общеобоазовательная	1	19	о	о	я	1
общеобразовательная	общеобразовательнаа	1	19	о	о	а	0
общеобразовательная	общеобразоватлеьная	2	19	о	о	я	1
общеобразовательная	общеобраховательная	1	19	о	о	я	1
общеобразовательная	общеообразовательная	4	19	о	о	я	1
общеобразовательная	общеобразовательнная	1	19	о	о	я	1
общеобразовательная	общеобразовательтная	1	19	о	о	я	1
общеобразовательная	общеобразоваетельная	1	19	о	о	я	1
общеобразовательная	общеобразовыательная	2	19	о	о	я	1
общеобразовательная	общеобразователььная	1	19	о	о	я	1
гражданско-правового	гажданско-правового	2	20	г	г	о	1
гражданско-правового	граждаско-правового	3	20	г	г	о	1
гражданско-правового	гражданско-правовго	4	20	г	г	о	1
гражданско-правового	гражданско-праового	4	20	г	г	о	1
гражданско-правового	гражданско-павового	1	20	г	г	о	1
гражданско-правового	гражданко-правового	4	20	г	г	о	1
гражданско-правового	граданско-правового	2	20	г	г	о	1
гражданско-правового	гражданско-праввого	2	20	г	г	о	1
гражданско-правового	гражданско-првового	1	20	г	г	о	1
гражданско-правового	гражданcко-правового	25	20	г	г	о	1
гражданско-правового	гражданско-провавого	6	20	г	г	о	1
гражданско-правового	граджанско-правового	11	20	г	г	о	1
гражданско-правового	гражданско-правоовго	2	20	г	г	о	1
гражданско-правового	ггражданско-правового	3	20	г	г	о	1
гражданско-правового	гражданско-прапвового	1	20	г	г	о	1
гражданско-правового	гражэданско-правового	1	20	г	г	о	1
гражданско-правового	гражжданско-правового	2	20	г	г	о	1
гражданско-правового	горажданско-правового	3	20	г	г	о	1
гражданско-правового	гражданско-праввового	2	20	г	г	о	1
гражданско-правового	граждпанско-правового	1	20	г	г	о	1
гражданско-правового	гражданско-правововго	5	20	г	г	о	1
гражданско-правового	гражданско-правовоого	4	20	г	г	о	1
эквивалент	эквиалент	6	10	э	э	т	1
эквивалент	эквивалнт	1	10	э	э	т	1
эквивалент	эквивалет	8	10	э	э	т	1
эквивалент	эвивалент	21	10	э	э	т	1
эквивалент	экивалент	6	10	э	э	т	1
эквивалент	эквивален	6	10	э	э	н	0
эквивалент	квивалент	1	10	э	к	т	1
эквивалент	эквивлент	4	10	э	э	т	1
эквивалент	эвкивалент	3	10	э	э	т	1
эквивалент	эквивалени	2	10	э	э	и	0
эквивалент	эквывалент	2	10	э	э	т	1
эквивалент	эквивален»	1	10	э	э	»	0
эквивалент	зквивалент	4	10	э	з	т	1
эквивалент	иквивалент	1	10	э	и	т	1
эквивалент	эквиваленкт	1	10	э	э	т	1
эквивалент	эквиваленнт	1	10	э	э	т	1
эквивалент	эквитвалент	1	10	э	э	т	1
эквивалент	эквивавлент	2	10	э	э	т	1
эквивалент	эквива­лент	1	10	э	э	т	1
здании	здaнии	5	6	з	з	и	1
здании	заднии	1	6	з	з	и	1
здании	здашии	4	6	з	з	и	1
здании	зданиия	5	6	з	з	я	0
здании	зданиии	15	6	з	з	и	1
помощи	помщи	1	6	п	п	и	1
помощи	помощ	2	6	п	п	щ	0
помощи	помoщи	1	6	п	п	и	1
помощи	пoмощи	1	6	п	п	и	1
помощи	помощиг	2	6	п	п	г	0
помощи	помаощи	2	6	п	п	и	1
мебели	мебли	2	6	м	м	и	1
мебели	мебеи	1	6	м	м	и	1
мебели	ебели	2	6	м	е	и	1
мебели	мебeли	4	6	м	м	и	1
мебели	ме6ели	2	6	м	м	и	1
мебели	мeбели	2	6	м	м	и	1
мебели	mебели	2	6	м	m	и	1
мебели	мебельи	1	6	м	м	и	1
больница»	боьница»	1	9	б	б	»	1
больница»	болница»	1	9	б	б	»	1
больница»	больницаа	1	9	б	б	а	0
больница»	больницаи	2	9	б	б	и	0
больница»	больницак	1	9	б	б	к	0
больница»	больницаг	1	9	б	б	г	0
больница»	больницав	35	9	б	б	в	0
больница»	больницас	1	9	б	б	с	0
больница»	больницаы	1	9	б	б	ы	0
комплекса	комлекса	3	9	к	к	а	1
комплекса	комплеса	2	9	к	к	а	1
комплекса	коплекса	6	9	к	к	а	1
комплекса	комплека	1	9	к	к	а	1
комплекса	комплекcа	6	9	к	к	а	1
комплекса	кoмплекса	3	9	к	к	а	1
комплекса	косплекса	1	9	к	к	а	1
комплекса	комлпекса	2	9	к	к	а	1
комплекса	комплекст	1	9	к	к	т	0
комплекса	копмлекса	5	9	к	к	а	1
комплекса	комплеккса	1	9	к	к	а	1
комплекса	комплексна	4	9	к	к	а	1
комплекса	комплексас	1	9	к	к	с	0
проведение	проведени	1	10	п	п	и	0
проведение	проведене	1	10	п	п	е	1
проведение	проведние	5	10	п	п	е	1
проведение	проведeние	3	10	п	п	е	1
проведение	проведениe	1	10	п	п	e	0
проведение	проведениt	2	10	п	п	t	0
проведение	прoведение	2	10	п	п	е	1
проведение	проведениею	1	10	п	п	ю	0
проведение	проведен­ие	2	10	п	п	е	1
проведение	прояведение	1	10	п	п	е	1
проведение	ппроведение	4	10	п	п	е	1
проведение	проведениюе	2	10	п	п	е	1
проведение	гпроведение	1	10	п	г	е	1
контракт	кнтракт	1	8	к	к	т	1
контракт	конракт	3	8	к	к	т	1
контракт	контрак	8	8	к	к	к	0
контракт	котракт	2	8	к	к	т	1
контракт	контрака	5	8	к	к	а	0
контракт	контракат	1	8	к	к	т	1
отделения	отдления	5	9	о	о	я	1
отделения	оделения	2	9	о	о	я	1
отделения	отдеения	1	9	о	о	я	1
отделения	отделеня	7	9	о	о	я	1
отделения	отполения	3	9	о	о	я	1
отделения	отделенния	3	9	о	о	я	1
отделения	отеделения	4	9	о	о	я	1
отделения	отделенеия	1	9	о	о	я	1
отделения	ботделения	1	9	о	б	я	1
систем	сисем	1	6	с	с	м	1
систем	ситем	8	6	с	с	м	1
систем	систм	1	6	с	с	м	1
систем	систе	4	6	с	с	е	0
систем	cистем	18	6	с	c	м	1
систем	сиcтем	2	6	с	с	м	1
систем	сестей	1	6	с	с	й	0
систем	ситсем	1	6	с	с	м	1
систем	сис­тем	1	6	с	с	м	1
систем	сиситем	9	6	с	с	м	1
медицинской	мдицинской	1	11	м	м	й	1
медицинской	меицинской	1	11	м	м	й	1
медицинской	медицинскй	2	11	м	м	й	1
медицинской	медицинско	2	11	м	м	о	0
медицинской	медицинсой	1	11	м	м	й	1
медицинской	медицинскго	4	11	м	м	о	0
медицинской	медининской	2	11	м	м	й	1
медицинской	медиццинской	2	11	м	м	й	1
медицинской	медицинсмкой	2	11	м	м	й	1
медицинской	медицин­ской	3	11	м	м	й	1
учреждений	учреждени	11	10	у	у	и	0
учреждений	учpеждений	2	10	у	у	й	1
учреждений	учпеждений	2	10	у	у	й	1
учреждений	учреждениий	2	10	у	у	й	1
учреждений	учрежддений	2	10	у	у	й	1
учреждений	учереждений	2	10	у	у	й	1
соответствии	соответсвии	24	12	с	с	и	1
соответствии	сответствии	3	12	с	с	и	1
соответствии	соотвествии	14	12	с	с	и	1
соответствии	соoтветствии	2	12	с	с	и	1
соответствии	сообветствии	1	12	с	с	и	1
соответствии	всоответствии	2	12	с	в	и	1
соответствии	соот­ветствии	5	12	с	с	и	1
соответствии	соответвствии	1	12	с	с	и	1
соответствии	соответст­вии	1	12	с	с	и	1
соответствии	соответ­ствии	1	12	с	с	и	1
соответствии	соотвтетствии	10	12	с	с	и	1
работы	рабты	3	6	р	р	ы	1
работы	рaботы	1	6	р	р	ы	1
работы	pаботы	3	6	р	p	ы	1
работы	рабoты	15	6	р	р	ы	1
работы	рабоыт	2	6	р	р	т	0
работы	ра­боты	5	6	р	р	ы	1
реализации	релизации	3	10	р	р	и	1
реализации	рeализации	2	10	р	р	и	1
реализации	раелизации	1	10	р	р	и	1
реализации	пеализации	1	10	р	п	и	1
реализации	реалтзации	2	10	р	р	и	1
реализации	рганизации	6	10	р	р	и	1
реализации	реализатции	17	10	р	р	и	1
реализации	реализацции	1	10	р	р	и	1
реализации	реализациии	2	10	р	р	и	1
клиническая	клиничекая	1	11	к	к	я	1
клиническая	киническая	1	11	к	к	я	1
клиническая	клиникеская	1	11	к	к	я	1
клиническая	клтиническая	4	11	к	к	я	1
клиническая	кличническая	1	11	к	к	я	1
назначения	назначеия	1	10	н	н	я	1
назначения	назнчения	2	10	н	н	я	1
назначения	назначния	2	10	н	н	я	1
назначения	назнаения	1	10	н	н	я	1
назначения	назнсчения	1	10	н	н	я	1
назначения	назначенья	1	10	н	н	я	1
назначения	назанчения	13	10	н	н	я	1
назначения	назначениия	1	10	н	н	я	1
назначения	назаначения	7	10	н	н	я	1
назначения	назначеничя	1	10	н	н	я	1
назначения	назвначения	1	10	н	н	я	1
назначения	назначениея	2	10	н	н	я	1
документации	докумнтации	1	12	д	д	и	1
документации	документаци	10	12	д	д	и	1
документации	докуметации	1	12	д	д	и	1
документации	дoкументации	1	12	д	д	и	1
документации	докумeнтации	1	12	д	д	и	1
документации	докyментации	2	12	д	д	и	1
документации	докумунтации	1	12	д	д	и	1
документации	документациив	4	12	д	д	в	0
документации	документациии	2	12	д	д	и	1
документации	докуменгтации	1	12	д	д	и	1
документации	документа­ции	2	12	д	д	и	1
филиала	филала	2	7	ф	ф	а	1
филиала	филила	4	7	ф	ф	а	1
филиала	фиилала	2	7	ф	ф	а	1
филиала	филиалал	1	7	ф	ф	л	0
филиала	филлиала	5	7	ф	ф	а	1
филиала	филилала	1	7	ф	ф	а	1
поселения	поселени	3	9	п	п	и	0
поселения	поселеня	3	9	п	п	я	1
поселения	поеления	1	9	п	п	я	1
поселения	посления	3	9	п	п	я	1
поселения	пселения	4	9	п	п	я	1
поселения	поселния	4	9	п	п	я	1
поселения	посeления	1	9	п	п	я	1
поселения	поcеления	1	9	п	п	я	1
поселения	послеения	1	9	п	п	я	1
поселения	по­селения	1	9	п	п	я	1
поселения	ьпоселения	1	9	п	ь	я	1
поселения	полселения	1	9	п	п	я	1
поселения	поселенгия	1	9	п	п	я	1
поселения	поселениям	16	9	п	п	м	0
поселения	поселенияа	1	9	п	п	а	0
поселения	поселенияв	5	9	п	п	в	0
поселения	поселеният	2	9	п	п	т	0
поселения	поселенияс	6	9	п	п	с	0
поселения	поселе­ния	1	9	п	п	я	1
автомобиля	автомобия	3	10	а	а	я	1
автомобиля	авомобиля	1	10	а	а	я	1
автомобиля	втомобиля	1	10	а	в	я	1
автомобиля	атомобиля	6	10	а	а	я	1
автомобиля	автомоблия	1	10	а	а	я	1
автомобиля	автсмобиля	1	10	а	а	я	1
автомобиля	автомобился	3	10	а	а	я	1
автомобиля	автомобиляя	1	10	а	а	я	1
автомобиля	аавтомобиля	1	10	а	а	я	1
квартиры	квртиры	2	8	к	к	ы	1
квартиры	кавртиры	3	8	к	к	ы	1
квартиры	квартитры	1	8	к	к	ы	1
согласно	соглсно	4	8	с	с	о	1
согласно	огласно	1	8	с	о	о	1
согласно	соглано	2	8	с	с	о	1
согласно	cогласно	5	8	с	c	о	1
согласно	солгасно	2	8	с	с	о	1
согласно	согалсно	4	8	с	с	о	1
согласно	всогласно	1	8	с	в	о	1
согласно	согластно	2	8	с	с	о	1
согласно	солгласно	2	8	с	с	о	1
текущему	текущеу	1	8	т	т	у	1
текущему	ткущему	3	8	т	т	у	1
текущему	текщему	3	8	т	т	у	1
текущему	текущемк	1	8	т	т	к	0
текущему	текщуему	1	8	т	т	у	1
текущему	текущенму	1	8	т	т	у	1
бензина	безина	1	7	б	б	а	1
бензина	бензинаа	3	7	б	б	а	1
попечения	попеения	1	9	п	п	я	1
попечения	попечния	2	9	п	п	я	1
районе	райне	3	6	р	р	е	1
районе	рйоне	1	6	р	р	е	1
районе	райоам	1	6	р	р	м	0
районе	пайоне	1	6	р	п	е	1
районе	раойне	4	6	р	р	е	1
районе	райоан	1	6	р	р	н	0
районе	районае	3	6	р	р	е	1
районе	рай­оне	1	6	р	р	е	1
районе	райойне	2	6	р	р	е	1
районе	ррайоне	3	6	р	р	е	1
родителей	родителе	16	9	р	р	е	0
родителей	родителй	1	9	р	р	й	1
родителей	рoдителей	1	9	р	р	й	1
родителей	радетелей	1	9	р	р	й	1
родителей	родителейа	25	9	р	р	а	0
родителей	родитетлей	2	9	р	р	й	1
муниципальных	муниципаьных	2	13	м	м	х	1
муниципальных	муницпальных	1	13	м	м	х	1
муниципальных	муниципaльных	1	13	м	м	х	1
муниципальных	имуниципальных	1	13	м	и	х	1
муниципальных	муници­пальных	1	13	м	м	х	1
муниципальных	муниципаль­ных	1	13	м	м	х	1
муниципальных	муниципальнных	2	13	м	м	х	1
санкт-петербурга	анкт-петербурга	2	16	с	а	а	1
санкт-петербурга	санкт-птербурга	2	16	с	с	а	1
санкт-петербурга	сант-петербурга	1	16	с	с	а	1
санкт-петербурга	санкт-петербуга	4	16	с	с	а	1
санкт-петербурга	санкт-петебурга	9	16	с	с	а	1
санкт-петербурга	санкт-петрбурга	14	16	с	с	а	1
санкт-петербурга	сакт-петербурга	4	16	с	с	а	1
санкт-петербурга	санкт-петерурга	3	16	с	с	а	1
санкт-петербурга	санк-петербурга	6	16	с	с	а	1
санкт-петербурга	санкт-петербрга	5	16	с	с	а	1
санкт-петербурга	cанкт-петербурга	6	16	с	c	а	1
санкт-петербурга	сакнт-петербурга	1	16	с	с	а	1
санкт-петербурга	санкт-петеебурга	1	16	с	с	а	1
санкт-петербурга	санкк-петербурга	2	16	с	с	а	1
санкт-петербурга	санкт-петербуога	2	16	с	с	а	1
санкт-петербурга	санкт-петербарга	2	16	с	с	а	1
санкт-петербурга	санкт-петербруга	1	16	с	с	а	1
санкт-петербурга	санкт-петурбурга	1	16	с	с	а	1
санкт-петербурга	санкт-петербурпга	2	16	с	с	а	1
санкт-петербурга	санкт-петеребурга	2	16	с	с	а	1
санкт-петербурга	сапнкт-петербурга	1	16	с	с	а	1
санкт-петербурга	санкт-петерубурга	1	16	с	с	а	1
санкт-петербурга	санкти-петербурга	1	16	с	с	а	1
санкт-петербурга	санкт-петербургаа	2	16	с	с	а	1
санкт-петербурга	санкт-петербургав	16	16	с	с	в	0
санкт-петербурга	санкт-петернбурга	1	16	с	с	а	1
санкт-петербурга	санкт-ппетербурга	1	16	с	с	а	1
санкт-петербурга	санкт-петербрурга	2	16	с	с	а	1
службы	слубы	2	6	с	с	ы	1
службы	cлужбы	1	6	с	c	ы	1
службы	службыв	1	6	с	с	в	0
объекта	бъекта	1	7	о	б	а	1
объекта	объкта	3	7	о	о	а	1
объекта	объета	1	7	о	о	а	1
объекта	oбъекта	4	7	о	o	а	1
объекта	объeкта	2	7	о	о	а	1
объекта	оюъекта	1	7	о	о	а	1
объекта	объек­та	2	7	о	о	а	1
объекта	объеккта	1	7	о	о	а	1
объектов	объктов	5	8	о	о	в	1
объектов	бъектов	1	8	о	б	в	1
объектов	объетов	1	8	о	о	в	1
объектов	оъектов	2	8	о	о	в	1
объектов	oбъектов	2	8	о	o	в	1
объектов	оюъектов	1	8	о	о	в	1
объектов	сбъектов	2	8	о	с	в	1
объектов	объуктов	1	8	о	о	в	1
объектов	убъектов	1	8	о	у	в	1
объектов	объъектов	1	8	о	о	в	1
молока	молка	3	6	м	м	а	1
молока	молокав	1	6	м	м	в	0
молока	моловка	1	6	м	м	а	1
молока	моллока	1	6	м	м	а	1
государственный	гоударственный	1	15	г	г	й	1
государственный	государственый	1	15	г	г	й	1
государственный	государствнный	1	15	г	г	й	1
государственный	госудаственный	1	15	г	г	й	1
государственный	государствекнный	2	15	г	г	й	1
государственный	государственноый	3	15	г	г	й	1
оставшихся	осташихся	1	10	о	о	я	1
оставшихся	ставшихся	3	10	о	с	я	1
оставшихся	оствшихся	1	10	о	о	я	1
оставшихся	оставштхся	2	10	о	о	я	1
оставшихся	оставшмихся	1	10	о	о	я	1
оставшихся	оставшихъся	1	10	о	о	я	1
оставшихся	остсавшихся	1	10	о	о	я	1
товаров	товаов	1	7	т	т	в	1
товаров	товров	1	7	т	т	в	1
товаров	тваров	2	7	т	т	в	1
товаров	товарoв	4	7	т	т	в	1
товаров	тoваров	2	7	т	т	в	1
товаров	товaров	2	7	т	т	в	1
товаров	товароы	1	7	т	т	ы	0
товаров	товаровс	3	7	т	т	с	0
«городская	«город¬ская	2	10	«	«	я	1
«городская	«городскбая	1	10	«	«	я	1
«городская	«городская»	8	10	«	«	»	0
«городская	««городская	13	10	«	«	я	1
обслуживание	обслуживани	3	12	о	о	и	0
обслуживание	обслужиание	2	12	о	о	е	1
обслуживание	обсуживание	4	12	о	о	е	1
обслуживание	обслживание	1	12	о	о	е	1
обслуживание	ослуживание	4	12	о	о	е	1
обслуживание	обcлуживание	1	12	о	о	е	1
